CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19092173,BURGLARY AUTO,BURGLARY - VEHICLE,700 SAN DIEGO RD,2019-10-10 00:01:00,37.896284,-122.274559,Thursday
19092106,IDENTITY THEFT,FRAUD,2000 ASHBY AV,2019-10-03 10:55:00,37.85491,-122.268666,Thursday
19039271,THEFT MISD. (UNDER $950),LARCENY,2400 TELEGRAPH AV,2019-07-18 17:00:00,37.866761,-122.258779,Thursday
19092519,BURGLARY AUTO,BURGLARY - VEHICLE,2000 ALLSTON WY,2019-11-14 09:30:00,37.869105,-122.270064,Thursday
19070295,BURGLARY AUTO,BURGLARY - VEHICLE,WALNUT STREET & VINE ST,2019-12-12 06:35:00,37.880376,-122.268183,Thursday
19034986,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 PRINCE ST,2019-06-27 01:40:00,37.852136,-122.273695,Thursday
19054633,FRAUD/FORGERY,FRAUD,2900 SHASTA RD,2019-09-26 11:00:00,37.888842,-122.254155,Thursday
19044701,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2800 EIGHTH ST,2019-07-25 23:59:00,37.855509,-122.291368,Thursday
19054554,ROBBERY,ROBBERY,1100 UNIVERSITY AV,2019-09-26 20:18:00,37.869067,-122.292043,Thursday
19091364,VANDALISM,VANDALISM,SHATTUCK AV & CHANNING WY,2019-07-11 12:45:00,37.865791,-122.26751,Thursday
19068953,DOMESTIC VIOLENCE,FAMILY OFFENSE,1500 WOOLSEY ST,2019-12-05 15:47:00,37.85062,-122.278313,Thursday
19054382,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 SAN PABLO AV,2019-09-26 04:00:00,37.875189,-122.294176,Thursday
19092270,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WY,2019-10-17 15:00:00,37.868722,-122.259123,Thursday
19058962,ASSAULT/BATTERY FEL.,ASSAULT,2500 DWIGHT WY,2019-10-17 16:14:00,37.865134,-122.258331,Thursday
19067716,NARCOTICS,DRUG VIOLATION,CARLETON STREET & 7TH ST,2019-11-28 20:52:00,37.856948,-122.293014,Thursday
19061931,DISTURBANCE,DISORDERLY CONDUCT,700 ASHBY AV,2019-10-31 13:37:00,37.849376,-122.294952,Thursday
19091509,IDENTITY THEFT,FRAUD,1200 UNIVERSITY AV,2019-07-04 00:00:00,37.869385,-122.28953,Thursday
19045273,BURGLARY AUTO,BURGLARY - VEHICLE,800 HEINZ AV,2019-08-15 12:30:00,37.853079,-122.293864,Thursday
19055976,ROBBERY,ROBBERY,1600 UNIVERSITY AV,2019-10-03 11:57:00,37.870652,-122.27958,Thursday
19046733,DISTURBANCE,DISORDERLY CONDUCT,3000 ADELINE ST,2019-08-22 12:10:00,37.85488,-122.269079,Thursday
19057626,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 ASHBY AV,2019-10-10 20:00:00,37.856111,-122.260248,Thursday
19091361,BURGLARY AUTO,BURGLARY - VEHICLE,2700 TELEGRAPH AV,2019-07-11 00:00:00,37.861387,-122.259001,Thursday
19049954,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 STANNAGE AVE,2019-09-05 19:30:00,37.875324,-122.292268,Thursday
19043021,VEHICLE STOLEN,MOTOR VEHICLE THEFT,MC GEE AV & LINCOLN ST,2019-08-01 21:00:00,37.876333,-122.278118,Thursday
19049875,GUN/WEAPON,WEAPONS OFFENSE,MARTIN LUTHER KING JR WY & BLAKE ST,2019-09-05 20:55:00,37.862459,-122.272001,Thursday
19049842,ASSAULT/BATTERY MISD.,ASSAULT,2100 BLAKE ST,2019-09-05 18:15:00,37.863143,-122.266681,Thursday
19051434,ROBBERY,ROBBERY,PARKER STREET & COLLEGE AV,2019-09-12 20:57:00,37.863598,-122.253693,Thursday
19048608,BURGLARY AUTO,BURGLARY - VEHICLE,1300 ORDWAY ST,2019-08-29 19:00:00,37.880518,-122.286747,Thursday
19037715,BURGLARY AUTO,BURGLARY - VEHICLE,2000 OREGON ST,2019-07-11 16:40:00,37.857377,-122.268709,Thursday
19091423,THEFT MISD. (UNDER $950),LARCENY,1100 WOODSIDE RD,2019-07-18 12:30:00,37.893033,-122.253468,Thursday
19092246,THEFT MISD. (UNDER $950),LARCENY,2900 ADELINE ST,2019-08-22 16:20:00,37.856121,-122.26876,Thursday
19037748,NARCOTICS,DRUG VIOLATION,GRAYSON STREET & 7TH ST,2019-07-11 19:29:00,37.855294,-122.292475,Thursday
19092798,ARSON,ARSON,800 BOLIVAR DR,2019-12-12 10:00:00,,,Thursday
19060466,DISTURBANCE,DISORDERLY CONDUCT,2200 FULTON ST,2019-10-24 15:40:00,37.868706,-122.266279,Thursday
19060327,DISTURBANCE,DISORDERLY CONDUCT,3000 SAN PABLO AV,2019-10-24 05:26:00,37.851919,-122.286667,Thursday
19059166,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 TENTH ST,2019-10-17 15:00:00,37.858777,-122.29006,Thursday
19048471,SEXUAL ASSAULT FEL.,SEX CRIME,2300 HASTE ST,2019-08-29 02:00:00,37.865443,-122.263189,Thursday
19035068,DISTURBANCE,DISORDERLY CONDUCT,2800 ADELINE ST,2019-06-27 17:03:00,37.858116,-122.268002,Thursday
19043793,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-08-08 19:00:00,37.863611,-122.317566,Thursday
19092134,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-08-01 18:30:00,37.871167,-122.268285,Thursday
19040215,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 ORDWAY ST,2019-07-18 17:00:00,37.878737,-122.287386,Thursday
19092691,VANDALISM,VANDALISM,2800 MARTIN LUTHER KING JR WY,2019-11-28 17:00:00,37.857809,-122.271478,Thursday
19056013,VANDALISM,VANDALISM,2000 ALLSTON WY,2019-10-03 01:10:00,37.869105,-122.270064,Thursday
19046841,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-08-22 14:30:00,37.863611,-122.317566,Thursday
19045408,THEFT MISD. (UNDER $950),LARCENY,1200 FRANCISCO ST,2019-08-15 13:00:00,37.87304,-122.289659,Thursday
19092280,IDENTITY THEFT,FRAUD,1100 GILMAN ST,2019-10-17 21:30:00,37.880667,-122.29489,Thursday
19043768,FRAUD/FORGERY,FRAUD,,2019-08-08 17:00:00,,,Thursday
19092262,THEFT MISD. (UNDER $950),LARCENY,2100 ALLSTON WY,2019-10-17 15:45:00,37.86939,-122.267883,Thursday
19049426,THEFT FELONY (OVER $950),LARCENY,2400 WOOLSEY ST,2019-08-29 00:01:00,37.853218,-122.258076,Thursday
19037658,FRAUD/FORGERY,FRAUD,1600 BELVEDERE AV,2019-07-11 11:57:00,37.875708,-122.2897,Thursday
19068983,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AV,2019-12-05 17:45:00,37.865772,-122.267643,Thursday
19092236,VANDALISM,VANDALISM,1500 TYLER ST,2019-10-10 00:00:00,37.852422,-122.278571,Thursday
19064925,THEFT MISD. (UNDER $950),LARCENY,2800 TELEGRAPH AV,2019-11-14 22:00:00,37.859309,-122.259291,Thursday
19048294,DISTURBANCE,DISORDERLY CONDUCT,1100 SAN PABLO AV,2019-08-29 00:09:00,37.883948,-122.296991,Thursday
19048367,ROBBERY,ROBBERY,1300 TENTH ST,2019-08-29 11:50:00,37.879968,-122.296885,Thursday
19092178,BURGLARY AUTO,BURGLARY - VEHICLE,1200 EVELYN AV,2019-10-10 08:10:00,37.883153,-122.292104,Thursday
19063409,ASSAULT/BATTERY FEL.,ASSAULT,2200 SHATTUCK AV,2019-11-07 14:22:00,37.869363,-122.268028,Thursday
19045299,DOMESTIC VIOLENCE,FAMILY OFFENSE,FRANCISCO STREET & SHATTUCK AV,2019-08-15 18:29:00,37.87571,-122.268737,Thursday
19054555,BURGLARY AUTO,BURGLARY - VEHICLE,1500 UNIVERSITY AV,2019-09-26 20:18:00,37.870396,-122.281585,Thursday
19092171,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DEL NORTE ST,2019-10-10 01:00:00,37.889017,-122.272389,Thursday
19091430,BURGLARY AUTO,BURGLARY - VEHICLE,900 GILMAN ST,2019-07-18 20:00:00,37.879677,-122.299779,Thursday
19052945,VANDALISM,VANDALISM,ALLSTON WY & MARTIN LUTHER KING JR WY,2019-09-19 06:30:00,37.868785,-122.272701,Thursday
19043880,BURGLARY AUTO,BURGLARY - VEHICLE,63RD STREET & KING ST,2019-08-08 22:00:00,37.847568,-122.273387,Thursday
19039175,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-07-18 13:55:00,37.868714,-122.259189,Thursday
19036355,THEFT MISD. (UNDER $950),LARCENY,200 UNIVERSITY AV,2019-07-04 16:30:00,37.865511,-122.309967,Thursday
19060420,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AV,2019-10-24 13:45:00,37.867852,-122.258699,Thursday
19049841,ASSAULT/BATTERY MISD.,ASSAULT,"37.8655260000000000, -122.2595230000000000",2019-09-05 18:23:00,,,Thursday
19054383,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2000 4TH ST,2019-09-26 05:00:00,37.867613,-122.299898,Thursday
19050007,THEFT MISD. (UNDER $950),LARCENY,2300 COLLEGE AV,2019-09-05 20:00:00,37.868957,-122.254552,Thursday
19040687,FRAUD/FORGERY,FRAUD,3200 COLLEGE AV,2019-07-25 22:26:00,37.851038,-122.252448,Thursday
19052779,ROBBERY,ROBBERY,2800 CLAREMONT BL,2019-09-19 00:05:00,37.860718,-122.245988,Thursday
19091573,THEFT FELONY (OVER $950),LARCENY,1200 UNIVERSITY AV,2019-08-01 11:25:00,37.869385,-122.28953,Thursday
19092474,THEFT MISD. (UNDER $950),LARCENY,1701 THOUSAND OAKS BOULEVARD 94707,2019-11-07 11:55:00,37.897148,-122.283475,Thursday
19092517,BURGLARY AUTO,BURGLARY - VEHICLE,2600 TELEGRAPH AV,2019-11-14 08:30:00,37.862927,-122.258784,Thursday
19091932,THEFT MISD. (UNDER $950),LARCENY,1200 CORNELL AVE,2019-09-12 14:09:00,37.882739,-122.293754,Thursday
19092400,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ADELINE ST,2019-10-31 19:00:00,37.850385,-122.270897,Thursday
19091537,THEFT FELONY (OVER $950),LARCENY,900 COLUSA AV,2019-08-01 08:40:00,37.891368,-122.279257,Thursday
19061897,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 BENVENUE AV,2019-10-31 09:15:00,37.865535,-122.255235,Thursday
19092163,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SHATTUCK AV,2019-10-10 00:00:00,37.876307,-122.268923,Thursday
19092774,IDENTITY THEFT,FRAUD,2100 BERKELEY WY,2019-12-05 13:30:00,37.873202,-122.267443,Thursday
19068214,DISTURBANCE,DISORDERLY CONDUCT,2700 PRINCE ST,2019-11-21 10:00:00,37.85489,-122.252564,Thursday
19043809,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AV,2019-08-08 23:50:00,37.867852,-122.258699,Thursday
19036367,ROBBERY,ROBBERY,2500 TELEGRAPH AV,2019-07-04 19:00:00,37.864827,-122.258577,Thursday
19063504,DISTURBANCE,DISORDERLY CONDUCT,2700 ADELINE ST,2019-11-07 20:55:00,37.859675,-122.267173,Thursday
19054654,VEHICLE STOLEN,MOTOR VEHICLE THEFT,OREGON STREET & MILVIA ST,2019-09-26 18:30:00,37.857316,-122.269156,Thursday
19092053,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,2019-09-26 22:00:00,37.879335,-122.301332,Thursday
19066085,SEXUAL ASSAULT FEL.,SEX CRIME,2200 SACRAMENTO ST,2019-11-14 00:00:00,37.867212,-122.281739,Thursday
19040775,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 DELAWARE ST,2019-07-25 19:30:00,37.872776,-122.28448,Thursday
19070181,FRAUD/FORGERY,FRAUD,1800 SHATTUCK AV,2019-11-14 16:55:00,37.874781,-122.268758,Thursday
19051310,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2019-09-12 10:26:00,37.858116,-122.268002,Thursday
19091491,VANDALISM,VANDALISM,2700 SAN PABLO AV,2019-07-25 22:30:00,37.857714,-122.288536,Thursday
19092460,IDENTITY THEFT,FRAUD,700 GRIZZLY PEAK BLVD,2019-11-07 18:15:00,37.899241,-122.265058,Thursday
19062066,THEFT FELONY (OVER $950),LARCENY,2300 TELEGRAPH AV,2019-10-31 22:45:00,37.868714,-122.259189,Thursday
19042255,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 ALLSTON WY,2019-08-01 21:10:00,37.869105,-122.270064,Thursday
19092593,THEFT MISD. (UNDER $950),LARCENY,1400 ASHBY AV,2019-11-21 17:22:00,37.853216,-122.281082,Thursday
19091431,THEFT MISD. (UNDER $950),LARCENY,2400 DURANT AV,2019-07-18 22:40:00,37.867513,-122.26127,Thursday
19046792,SEXUAL ASSAULT MISD.,SEX CRIME,1600 SHATTUCK AVE,2019-08-22 16:13:00,37.878113,-122.269114,Thursday
19046950,IDENTITY THEFT,FRAUD,2100 SHATTUCK AVE,2019-07-04 00:00:00,37.871167,-122.268285,Thursday
19052883,ASSAULT/BATTERY FEL.,ASSAULT,2400 FIFTH ST,2019-09-19 14:43:00,37.861511,-122.29681,Thursday
19091694,IDENTITY THEFT,FRAUD,1500 CORNELL AVE,2019-08-15 11:00:00,37.876268,-122.291682,Thursday
19067363,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 CHANNING WY,2019-11-21 12:15:00,37.865826,-122.267244,Thursday
19091369,BURGLARY AUTO,BURGLARY - VEHICLE,500 TAMALPAIS RD,2019-07-04 04:00:00,,,Thursday
19051318,ASSAULT/BATTERY MISD.,ASSAULT,2200 CHANNING WAY,2019-09-12 11:35:00,37.866037,-122.265618,Thursday
19092465,BURGLARY AUTO,BURGLARY - VEHICLE,1500 ADDISON ST,2019-11-07 00:25:00,37.869448,-122.281783,Thursday
19091313,THEFT FELONY (OVER $950),LARCENY,TELEGRAPH AV & DURANT AV,2019-06-27 20:35:00,37.867816,-122.258994,Thursday
19092102,THEFT FELONY (OVER $950),LARCENY,1300 HOPKINS ST,2019-10-03 13:40:00,37.878239,-122.288374,Thursday
19091639,BURGLARY AUTO,BURGLARY - VEHICLE,1100 FRANCISCO ST,2019-08-01 11:00:00,37.872656,-122.292748,Thursday
19050737,THEFT MISD. (UNDER $950),LARCENY,3100 ELLIS ST,2019-09-05 21:00:00,37.852066,-122.272994,Thursday
19064918,BURGLARY AUTO,BURGLARY - VEHICLE,2500 SHATTUCK AVE,2019-11-14 17:45:00,37.863811,-122.267412,Thursday
19091563,THEFT MISD. (UNDER $950),LARCENY,OXFORD STREET & ADDISON ST,2019-08-01 07:24:00,37.87146,-122.266052,Thursday
19092453,THEFT FELONY (OVER $950),LARCENY,300 PARKSIDE DR,2019-10-31 08:00:00,,,Thursday
19060433,BURGLARY AUTO,BURGLARY - VEHICLE,1700 EASTSHORE HW,2019-10-24 13:00:00,37.871175,-122.304755,Thursday
19057602,SEXUAL ASSAULT FEL.,SEX CRIME,2700 CHANNING WY,2019-10-10 20:00:00,37.867491,-122.254054,Thursday
19051444,THEFT MISD. (UNDER $950),LARCENY,2200 GRANT ST,2019-09-12 21:10:00,37.868355,-122.274953,Thursday
19068952,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,2019-12-05 12:30:00,37.879335,-122.301332,Thursday
19066185,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 BANCROFT WY,2019-11-21 04:37:00,37.863758,-122.295053,Thursday
19059982,BURGLARY AUTO,BURGLARY - VEHICLE,WALNUT STREET & DELAWARE ST,2019-10-03 20:00:00,37.874929,-122.267601,Thursday
19091650,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-08-08 21:00:00,37.863611,-122.317566,Thursday
19055969,THEFT MISD. (UNDER $950),LARCENY,1000 HEINZ AV,2019-10-03 09:50:00,37.853929,-122.289679,Thursday
19091727,BURGLARY AUTO,BURGLARY - VEHICLE,6TH STREET & HARRISON ST,2019-08-22 19:00:00,37.881142,-122.30191,Thursday
19070305,ASSAULT/BATTERY FEL.,ASSAULT,2800 COLLEGE AV,2019-12-12 08:19:00,37.859988,-122.253339,Thursday
19051424,FRAUD/FORGERY,FRAUD,800 UNIVERSITY AV,2019-09-12 15:30:00,37.86771,-122.298466,Thursday
19040685,THEFT FELONY (OVER $950),LARCENY,1600 MILVIA ST,2019-07-25 21:00:00,37.877951,-122.271395,Thursday
19053006,VEHICLE STOLEN,MOTOR VEHICLE THEFT,,2019-09-19 17:00:00,,,Thursday
19059399,THEFT MISD. (UNDER $950),LARCENY,1400 ADDISON ST,2019-10-17 12:00:00,37.869186,-122.283943,Thursday
19091566,THEFT MISD. (UNDER $950),LARCENY,2400 PROSPECT ST,2019-08-01 11:45:00,37.867717,-122.249901,Thursday
19049783,BURGLARY AUTO,BURGLARY - VEHICLE,1600 SIXTH ST,2019-09-05 13:30:00,37.873723,-122.299532,Thursday
19059174,THEFT FROM AUTO,LARCENY - FROM VEHICLE,CENTER STREET &SHATTUCK AVE.,2019-10-17 18:00:00,,,Thursday
19064731,ASSAULT/BATTERY FEL.,ASSAULT,2300 TELEGRAPH AV,2019-11-14 02:12:00,37.868714,-122.259189,Thursday
19070433,BURGLARY AUTO,BURGLARY - VEHICLE,2100 FOURTH ST,2019-12-12 18:00:00,37.866253,-122.299483,Thursday
19092608,THEFT FELONY (OVER $950),LARCENY,WARRING STREET ST,2019-11-21 17:15:00,,,Thursday
19091605,IDENTITY THEFT,FRAUD,1200 MONTEREY AVE,2019-08-08 10:10:00,37.882561,-122.28212,Thursday
19056091,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-10-03 16:00:00,37.865511,-122.309967,Thursday
19092731,BURGLARY AUTO,BURGLARY - VEHICLE,2500 SAN PABLO AV,2019-12-05 19:15:00,37.861078,-122.289632,Thursday
19056075,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,2019-10-03 19:30:00,37.871883,-122.301255,Thursday
19040764,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1300 VIRGINIA ST,2019-07-25 18:30:00,37.874095,-122.288542,Thursday
19092522,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ELLIS ST,2019-11-14 19:30:00,37.850367,-122.272807,Thursday
19092185,DISTURBANCE,DISORDERLY CONDUCT,2900 TELEGRAPH AV,2019-10-10 15:00:00,37.857452,-122.259548,Thursday
19092392,VANDALISM,VANDALISM,1600 EUCLID AV,2019-10-31 10:45:00,37.879226,-122.260975,Thursday
19091366,BURGLARY AUTO,BURGLARY - VEHICLE,800 HEINZ AV,2019-07-11 19:00:00,37.853079,-122.293864,Thursday
19065610,THEFT FELONY (OVER $950),LARCENY,1200 HEARST AV,2019-11-14 00:01:00,37.870911,-122.289684,Thursday
19066345,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,2019-11-21 17:00:00,37.871883,-122.301255,Thursday
19091822,BURGLARY AUTO,BURGLARY - VEHICLE,2200 OXFORD ST,2019-08-29 22:00:00,37.869625,-122.265892,Thursday
19043610,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2500 SAN PABLO AV,2019-08-08 03:02:00,37.861078,-122.289632,Thursday
19092599,BURGLARY AUTO,BURGLARY - VEHICLE,400 HOPKINS CT,2019-11-21 18:00:00,,,Thursday
19051337,THEFT MISD. (UNDER $950),LARCENY,SHATTUCK AV & DERBY ST,2019-09-12 11:20:00,37.860343,-122.266966,Thursday
19063521,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1300 SAN PABLO AV,2019-11-07 23:38:00,37.880228,-122.295798,Thursday
19064791,NARCOTICS,DRUG VIOLATION,DURANT AV & DANA ST,2019-11-14 11:49:00,37.867513,-122.26127,Thursday
19037828,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,2019-07-11 14:00:00,37.869888,-122.300618,Thursday
19054563,THEFT FELONY (OVER $950),LARCENY,2900 COLLEGE AV,2019-09-26 19:25:00,37.858356,-122.253179,Thursday
19092762,BURGLARY AUTO,BURGLARY - VEHICLE,2300 4TH ST,2019-12-05 03:05:00,37.862817,-122.298359,Thursday
19045216,THEFT FELONY (OVER $950),LARCENY,1200 5TH ST,2019-08-15 13:10:00,37.880756,-122.303056,Thursday
19091697,BURGLARY AUTO,BURGLARY - VEHICLE,1300 9TH ST,2019-08-15 07:40:00,37.879708,-122.297995,Thursday
19055935,ROBBERY,ROBBERY,2200 SHATTUCK AV,2019-10-03 09:10:00,37.869363,-122.268028,Thursday
19054385,ROBBERY,ROBBERY,7TH STREET & GRAYSON ST,2019-09-26 04:30:00,37.855294,-122.292475,Thursday
19065368,VEHICLE STOLEN,MOTOR VEHICLE THEFT,CURTIS STREET & UNIVERSITY AV,2019-11-14 16:00:00,37.869488,-122.289522,Thursday
19060457,NARCOTICS,DRUG VIOLATION,1600 SHATTUCK AVE,2019-10-24 15:53:00,37.878113,-122.269114,Thursday
19062050,NARCOTICS,DRUG VIOLATION,DURANT AV & DANA ST,2019-10-31 21:55:00,37.867513,-122.26127,Thursday
19043934,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1800 SPRUCE ST,2019-08-08 11:00:00,37.875053,-122.26548,Thursday
19092014,THEFT FELONY (OVER $950),LARCENY,2400 ASHBY AV,2019-09-19 12:25:00,37.856111,-122.260248,Thursday
19092114,BURGLARY AUTO,BURGLARY - VEHICLE,1900 MILVIA ST,2019-10-03 18:30:00,37.873607,-122.270903,Thursday
19040570,ROBBERY,ROBBERY,2400 TELEGRAPH AV,2019-07-25 11:58:00,37.866761,-122.258779,Thursday
19051427,VEHICLE STOLEN,MOTOR VEHICLE THEFT,TELEGRAPH AV & DURANT AV,2019-09-12 13:00:00,37.867816,-122.258994,Thursday
19091284,VANDALISM,VANDALISM,600 CEDAR ST,2019-06-27 18:00:00,37.873079,-122.304672,Thursday
19043140,THEFT FELONY (OVER $950),LARCENY,1200 CHANNING WAY,2019-08-01 18:00:00,37.863126,-122.288063,Thursday
19042009,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-08-01 05:53:00,37.873687,-122.268616,Thursday
19051600,VANDALISM,VANDALISM,1100 ALLSTON WY,2019-09-12 16:00:00,37.866528,-122.290227,Thursday
19042000,ROBBERY,ROBBERY,2400 BANCROFT WY,2019-08-01 03:40:00,37.868447,-122.261268,Thursday
19092410,THEFT FELONY (OVER $950),LARCENY,1100 HEARST AVE,2019-10-31 22:00:00,37.870417,-122.292485,Thursday
19091994,BURGLARY AUTO,BURGLARY - VEHICLE,134 VINCENTE ROAD,2019-09-05 18:00:00,37.857156,-122.233828,Thursday
19092401,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-10-31 22:30:00,37.868714,-122.259189,Thursday
19064852,DISTURBANCE,DISORDERLY CONDUCT,2400 DURANT AVE,2019-11-14 16:35:00,37.867513,-122.26127,Thursday
19061937,DISTURBANCE,DISORDERLY CONDUCT,2000 DWIGHT WY,2019-10-31 13:44:00,37.863679,-122.269631,Thursday
19091552,BURGLARY AUTO,BURGLARY - VEHICLE,1500 ACTON ST,2019-08-01 22:45:00,37.878051,-122.285222,Thursday
19092168,BURGLARY AUTO,BURGLARY - VEHICLE,3000 REGENT ST,2019-10-10 01:25:00,37.855632,-122.256606,Thursday
19051460,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2400 TELEGRAPH AV,2019-09-12 22:50:00,37.866761,-122.258779,Thursday
19056174,SEXUAL ASSAULT FEL.,SEX CRIME,800 NEILSON ST,2019-08-01 12:00:00,37.892795,-122.286521,Thursday
19045288,BURGLARY AUTO,BURGLARY - VEHICLE,1600 SHATTUCK AV,2019-08-15 17:15:00,37.878113,-122.269114,Thursday
19091699,VANDALISM,VANDALISM,,2019-08-15 23:30:00,,,Thursday
19058995,FRAUD/FORGERY,FRAUD,2300 PARKER ST,2019-10-17 16:35:00,37.862763,-122.262639,Thursday
19057607,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AV,2019-10-10 23:57:00,37.873687,-122.268616,Thursday
19053037,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 CARLETON ST,2019-09-19 11:00:00,37.861604,-122.264366,Thursday
19091482,BURGLARY AUTO,BURGLARY - VEHICLE,2800 TELEGRAPH AVE,2019-07-25 20:00:00,37.859309,-122.259291,Thursday
19092411,THEFT MISD. (UNDER $950),LARCENY,2300 ELLSWORTH ST,2019-10-31 01:00:00,37.867972,-122.263699,Thursday
19043668,ASSAULT/BATTERY MISD.,ASSAULT,2000 DELAWARE ST,2019-08-08 10:36:00,37.874489,-122.271072,Thursday
19091798,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FIFTH ST,2019-08-29 22:35:00,37.86277,-122.297218,Thursday
19040600,SEXUAL ASSAULT MISD.,SEX CRIME,FRANCISCO STREET & MILVIA ST,2019-07-25 13:40:00,37.875391,-122.271141,Thursday
19091795,BURGLARY AUTO,BURGLARY - VEHICLE,2100 ROSE ST,2019-08-29 19:55:00,37.882064,-122.269357,Thursday
19043721,THEFT MISD. (UNDER $950),LARCENY,2400 SHATTUCK AV,2019-08-08 16:10:00,37.865772,-122.267643,Thursday
19092145,BURGLARY AUTO,BURGLARY - VEHICLE,HARRISON STREET & 5TH ST,2019-10-03 19:00:00,37.880922,-122.303115,Thursday
19065033,VANDALISM,VANDALISM,100 FAIRLAWN DR,2019-11-14 11:00:00,37.886401,-122.251877,Thursday
19043762,BURGLARY AUTO,BURGLARY - VEHICLE,1800 UNIVERSITY AV,2019-08-08 20:51:00,37.871246,-122.274991,Thursday
19060575,NARCOTICS,DRUG VIOLATION,SAN PABLO AV & CEDAR ST,2019-10-24 23:59:00,37.875218,-122.294052,Thursday
19064893,DOMESTIC VIOLENCE,FAMILY OFFENSE,1400 ASHBY AVE,2019-11-14 20:40:00,37.853216,-122.281082,Thursday
19056016,VANDALISM,VANDALISM,3100 SHATTUCK AV,2019-10-03 14:00:00,37.852956,-122.266195,Thursday
19054398,BURGLARY AUTO,BURGLARY - VEHICLE,1200 DERBY ST,2019-09-26 06:00:00,37.857876,-122.286598,Thursday
19042245,ROBBERY,ROBBERY,1700 UNIVERSITY AV,2019-08-01 23:35:00,37.870948,-122.27733,Thursday
19092330,BURGLARY AUTO,BURGLARY - VEHICLE,2800 SEVENTH ST,2019-10-24 11:00:00,37.855076,-122.292412,Thursday
19066330,ASSAULT/BATTERY MISD.,ASSAULT,ELLSWORTH STREET & STUART ST,2019-11-21 18:54:00,37.859195,-122.261915,Thursday
19067094,ASSAULT/BATTERY MISD.,ASSAULT,2100 ROSE ST,2019-11-21 08:00:00,37.882064,-122.269357,Thursday
19091866,THEFT MISD. (UNDER $950),LARCENY,1800 PARKER ST,2019-09-05 23:15:00,37.861283,-122.273911,Thursday
19045180,ASSAULT/BATTERY FEL.,ASSAULT,2400 TELEGRAPH AV,2019-08-15 11:07:00,37.866761,-122.258779,Thursday
19063392,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 HILLEGASS AVE,2019-11-07 03:00:00,37.865149,-122.256487,Thursday
19043179,VANDALISM,VANDALISM,1700 UNIVERSITY AV,2019-08-01 21:00:00,37.870948,-122.27733,Thursday
19061934,NARCOTICS,DRUG VIOLATION,2200 SHATTUCK AV,2019-10-31 13:50:00,37.869363,-122.268028,Thursday
19092802,THEFT FELONY (OVER $950),LARCENY,2000 UNIVERSITY AV,2019-12-12 14:00:00,37.871828,-122.270516,Thursday
